MRC Psycholinguistic Database Output
WORD                     NSYL
ROLL                     1
ROMP                     1
ROOD                     1
ROOF                     1
ROOK                     1
ROOM                     1
ROOP                     1
ROOT                     1
ROPE                     1
ROSS                     1
ROTE                     1
ROUE                     1
ROUP                     1
ROUT                     1
ROVE                     1
RUCK                     1
RUDD                     1
RUDE                     1
RUFF                     1
RULE                     1
RUMP                     1
RUNE                     1
RUNG                     1
RUNT                     1
RUSE                     1
RUSH                     1
RUSK                     1
RUSS                     1
RUST                     1
RYOT                     1
RYPE                     1
SACK                     1
SADE                     1
SAFE                     1
SAGE                     1
SAIC                     1
SAID                     1
SAIL                     1
SAIN                     1
SAKE                     1
SALP                     1
SALT                     1
SAME                     1
SAMP                     1
SAND                     1
SANE                     1
SANG                     1
SANK                     1
SANS                     1
SARD                     1
SARK                     1
SASH                     1
SATE                     1
SAVE                     1
SAXE                     1
SAYS                     1
SCAB                     1
SCAD                     1
SCAN                     1
SCAR                     1
SCAT                     1
SCOP                     1
SCOW                     1
SCRY                     1
SCUD                     1
SCUM                     1
SCUP                     1
SCUT                     1
SCYE                     1
SEAH                     1
SEAL                     1
SEAM                     1
SEAR                     1
SEAT                     1
SECT                     1
SEED                     1
SEEK                     1
SEEL                     1
SEEM                     1
SEEN                     1
SEEP                     1
SEER                     1
SELD                     1
SELF                     1
SELL                     1
SEND                     1
SENT                     1
SEPS                     1
SEPT                     1
SERB                     1
SERE                     1
SERF                     1
SESS                     1
SETT                     1
SEVE                     1
SEWN                     1
SEXT                     1
SHAB                     1
SHAG                     1
SHAH                     1
SHAM                     1
SHAW                     1
SHAY                     1
SHEA                     1
SHED                     1
SHEW                     1
SHIM                     1
SHIN                     1
SHIP                     1
SHIT                     1
SHOD                     1
SHOE                     1
SHOG                     1
SHOO                     1
SHOP                     1
SHOT                     1
SHOW                     1
SHUN                     1
SHUT                     1
SIAL                     1
SICE                     1
SICH                     1
SICK                     1
SIDE                     1
SIFT                     1
SIGH                     1
SIGN                     1
SIKE                     1
SILE                     1
SILK                     1
SILL                     1
SILT                     1
SINE                     1
SING                     1
SINH                     1
SINK                     1
SIPE                     1
SISS                     1
SIST                     1
SITE                     1
SITH                     1
SIZE                     1
SKAT                     1
SKEG                     1
SKEN                     1
SKEP                     1
SKEW                     1
SKID                     1
SKIM                     1
SKIN                     1
SKIP                     1
SKIT                     1
SKYE                     1
SLAB                     1
SLAM                     1
SLAP                     1
SLAT                     1
SLAY                     1
SLED                     1
SLEW                     1
SLEY                     1
SLID                     1
SLIK                     1
SLIM                     1
SLIP                     1
SLIT                     1
SLOB                     1
SLOE                     1
SLOG                     1
SLOP                     1
SLOT                     1
SLOW                     1
SLUB                     1
SLUE                     1
SLUG                     1
SLUM                     1
SLUR                     1
SLUT                     1
SMEE                     1
SMEW                     1
SMIT                     1
SMOG                     1
SMUG                     1
SMUT                     1
SNAG                     1
SNAP                     1
SNEB                     1
SNED                     1
SNEE                     1
SNIB                     1
SNIG                     1
SNIP                     1
SNOB                     1
SNOD                     1
SNOT                     1
SNOW                     1
SNUB                     1
SNUG                     1
SOAK                     1
SOAM                     1
SOAP                     1
SOAR                     1
SOCK                     1
SOFT                     1
SOIL                     1
SOKE                     1
SOLD                     1
SOLE                     1
SOME                     1
SONG                     1
SOON                     1
SOOT                     1
SOPH                     1
SORB                     1
SORE                     1
SORN                     1
SORT                     1
SOUL                     1
SOUM                     1
SOUP                     1
SOUR                     1
SOWL                     1
SOWN                     1
SPAE                     1
SPAN                     1
SPAR                     1
SPAT                     1
SPAY                     1
SPEC                     1
SPED                     1
SPET                     1
SPEW                     1
SPIN                     1
SPIT                     1
SPIV                     1
SPOT                     1
SPRY                     1
SPUD                     1
SPUE                     1
SPUN                     1
SPUR                     1
STAB                     1
STAD                     1
STAG                     1
STAP                     1
STAR                     1
STAY                     1
STEM                     1
STEP                     1
STET                     1
STEW                     1
STIR                     1
STOA                     1
STOP                     1
STOT                     1
STOW                     1
STUB                     1
STUD                     1
STUM                     1
STUN                     1
STUT                     1
STYE                     1
SUCH                     1
SUCK                     1
SUDD                     1
SUDS                     1
SUIT                     1
SULK                     1
SUMP                     1
SUNG                     1
SUNK                     1
SUNN                     1
SUNT                     1
SUPE                     1
SURD                     1
SURE                     1
SURF                     1
SWAB                     1
SWAD                     1
SWAG                     1
SWAM                     1
SWAN                     1
SWAP                     1
SWAT                     1
SWAY                     1
SWIG                     1
SWIM                     1
SWOP                     1
SWOT                     1
SWUM                     1
SYCE                     1
SYNE                     1
SYRT                     1
SYUD                     1
TAAL                     1
TACE                     1
TACK                     1
TAEL                     1
TAFT                     1
TAIL                     1
TAKE                     1
TALE                     1
TALK                     1
TALL                     1
TAME                     1
TAMP                     1
TANG                     1
TANH                     1
TANK                     1
TAPE                     1
TARE                     1
TARN                     1
TART                     1
TASK                     1
TASS                     1
TAUT                     1
TAWS                     1
TEAM                     1
TEAR                     1
TEAT                     1
TEEM                     1
TEEN                     1
TEER                     1
TEFF                     1
TEIL                     1
TELL                     1
TEMP                     1
TEND                     1
TENT                     1
TERM                     1
TERN                     1
TEST                     1
TETE                     1
TEXT                     1
THAN                     1
THAR                     1
THAT                     1
THAW                     1
THEE                     1
THEM                     1
THEN                     1
THEW                     1
THEY                     1
THIN                     1
THIS                     1
THO'                     1
THOR                     1
THOS                     1
THOU                     1
THUD                     1
THUG                     1
THUS                     1
TIAR                     1
TICE                     1
TICK                     1
TIDE                     1
TIER                     1
TIFF                     1
TIFT                     1
TIGE                     1
TIKE                     1
TILE                     1
TILL                     1
TILT                     1
TIME                     1
TIND                     1
TINE                     1
TING                     1
TINK                     1
TINT                     1
TIPE                     1
TOAD                     1
TOBE                     1
TOCH                     1
TOED                     1
TOFF                     1
TOFT                     1
TOIL                     1
TOLD                     1
TOLL                     1
TOLT                     1
TOMB                     1
TOME                     1
TONE                     1
TONG                     1
TONK                     1
TOOK                     1
TOOL                     1
TOOM                     1
TOON                     1
TOOT                     1
TOPE                     1
TOPH                     1
TORE                     1
TORN                     1
TORT                     1
TOSH                     1
TOSS                     1
TOST                     1
TOTE                     1
TOUR                     1
TOUT                     1
TOWN                     1
TOZE                     1
TRAM                     1
TRAP                     1
TRAY                     1
TREE                     1
TREK                     1
TRET                     1
TREY                     1
TRIG                     1
TRIM                     1
TRIP                     1
TROD                     1
TRON                     1
TROT                     1
TROW                     1
TRUE                     1
TRUG                     1
TUAN                     1
TUBE                     1
TUCK                     1
TUFF                     1
TUFT                     1
TULE                     1
TUMP                     1
TUND                     1
TUNE                     1
TURD                     1
TURF                     1
TURM                     1
TURN                     1
TUSH                     1
TUSK                     1
TWAS                     1
TWAY                     1
TWEE                     1
TWIE                     1
TWIG                     1
TWIN                     1
TWIT                     1
TYKE                     1
TYMP                     1
TYPE                     1
TZAR                     1
UMPH                     1
UNBE                     1
URGE                     1
USED                     1
VADE                     1
VAIL                     1
VAIN                     1
VAIR                     1
VALE                     1
VAMP                     1
VANE                     1
VANG                     1
VARE                     1
VASE                     1
VAST                     1
VEAL                     1
VEER                     1
VEIL                     1
VEIN                     1
VEND                     1
VENT                     1
VERB                     1
VERT                     1
VEST                     1
VIAL                     1
VICE                     1
VIDE                     1
VIEW                     1
VILD                     1
VILE                     1
VILL                     1
VINE                     1
VINT                     1
VISS                     1
VIVE                     1
VLEI                     1
VOGT                     1
VOID                     1
VOLE                     1
VOLT                     1
VOTE                     1
VRIL                     1
WAAC                     1
WADE                     1
WAFF                     1
WAFT                     1
WAGE                     1
WAIF                     1
WAIL                     1
WAIN                     1
WAIT                     1
WAKE                     1
WALE                     1
WALK                     1
WALL                     1
WALT                     1
WAME                     1
WAND                     1
WANE                     1
WANT                     1
WARD                     1
WARK                     1
WARM                     1
WARN                     1
WARP                     1
WART                     1
WASH                     1
WASP                     1
WAST                     1
WATT                     1
WAUL                     1
WAVE                     1
WEAK                     1
WEAL                     1
WEAN                     1
WEED                     1
WEEK                     1
WEEL                     1
WEEM                     1
WEEN                     1
WEEP                     1
WEET                     1
WEFT                     1
WEIR                     1
WELD                     1
WELK                     1
WELL                     1
WELT                     1
WEND                     1
WENT                     1
WEPT                     1
WERE                     1
WERT                     1
WEST                     1
WHAT                     1
WHEN                     1
WHET                     1
WHEW                     1
WHID                     1
WHIM                     1
WHIN                     1
WHIP                     1
WHIR                     1
WHIZ                     1
WHOA                     1
WHOM                     1
WHOO                     1
WHOP                     1
WICH                     1
WIDE                     1
WILD                     1
WILE                     1
WILT                     1
WIND                     1
WINE                     1
WING                     1
WINK                     1
WIPE                     1
WIRE                     1
WISE                     1
WISH                     1
WISP                     1
WIST                     1
WITE                     1
WITH                     1
WIVE                     1
WOAD                     1
WOKE                     1
WOLD                     1
WOLF                     1
WOMB                     1
WONE                     1
WONT                     1
WOOD                     1
WOOF                     1
WOOL                     1
WOON                     1
WORD                     1
WORE                     1
WORK                     1
WORM                     1
WORN                     1
WORT                     1
WOVE                     1
WRAP                     1
WRAY                     1
WREN                     1
WRIT                     1
WUFF                     1
WYND                     1
XEME                     1
YAIR                     1
YALE                     1
YAPP                     1
YARD                     1
YARE                     1
YARK                     1
YARL                     1
YARN                     1
YAUD                     1
YAWL                     1
YAWN                     1
YAWP                     1
YEAN                     1
YEAR                     1
YEGG                     1
YELD                     1
YELK                     1
YELL                     1
YELM                     1
YELP                     1
YELT                     1
YERK                     1
YIKE                     1
YILL                     1
YITE                     1
YODE                     1
YOGH                     1
YOKE                     1
YOLK                     1
YOND                     1
YOOP                     1
YORE                     1
YOUR                     1
YOWL                     1
YUAN                     1
YUFT                     1
YUKE                     1
ZEIN                     1
ZEME                     1
ZEND                     1
ZEST                     1
ZEUS                     1
ZIMB                     1
ZINC                     1
ZOEA                     1
ZONE                     1
ZOOM                     1
ZOOT                     1
ZUBR                     1
ZYME                     1
Web interface courtesy of UWA Psychology. CGI implementation by Craig Clark
